location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Valdivia,Valdivia,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,18.34,µg/m³,-39.831316104673,-73.22851282209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Indura,Talcahuano,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,no2,11.88,µg/m³,-36.769803,-73.113708,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
ENAP Price,Hualpén,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,co,792.3,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
La Florida,La Florida,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,8,µg/m³,-33.516630362266,-70.588123961971,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Puente Alto,Puente Alto,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,10,µg/m³,-33.591390623022,-70.594788,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
ENAP Price,Hualpén,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,28.21,µg/m³,-36.791231,-73.119152,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Las Condes,Las Condes,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,3,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Cerrillos,Cerrillos,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,31,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Padre Las Casas II,Padre las Casas,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,4.123,µg/m³,-38.764767451719,-72.598795682209,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Talagante,Talagante,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,19.4,µg/m³,-33.673752071375,-70.953064737434,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
21 de mayo,Los Angeles,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,4.74,µg/m³,-37.471182288689,-72.36146284977,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Sub Secretaría del Medio Ambiente""}]"
Las Condes,Las Condes,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,0,µg/m³,-33.37677352033,-70.523326784061,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
El Bosque,El Bosque,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,23.5,µg/m³,-33.547099645619,-70.666204101852,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Concón,Concón,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,no2,19.13,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Parque O'Higgins,Santiago,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,29,µg/m³,-33.464142,-70.660797,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilicura,Quilicura,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,28,µg/m³,-33.365775677885,-70.748288055225,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Junta de Vecinos,Concón,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,12.61,µg/m³,-32.935167,-71.52577,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Cerrillos,Cerrillos,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,27,µg/m³,-33.492848789461,-70.719440279762,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Concón,Concón,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,co,337,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Coya Población,Machalí,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,0,µg/m³,-34.203524,-70.529854,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División El Teniente, Superintendencia Ingeniería Fundición""}]"
La Serena,Coquimbo,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,1,µg/m³,-29.933006518748,-71.261966365967,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Concón,Concón,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,49.13,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Antofagasta,Antofagasta,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,40.95,µg/m³,-23.61354215815,-70.383315682411,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Concón,Concón,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,356.3,µg/m³,-32.924568,-71.515399,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""ENAP""}]"
Coquimbo,Coquimbo,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,1,µg/m³,-29.970390235273,-71.336038250122,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Antofagasta,Antofagasta,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,7.455,µg/m³,-23.61354215815,-70.383315682411,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Viña del Mar,Viña del Mar,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,63.55,µg/m³,-33.020419817382,-71.550092842922,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilpue,Quilpué,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,7.221,µg/m³,-33.047466597243,-71.434512871895,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Museo Ferroviario,Temuco,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,4.288,µg/m³,-38.725302444781,-72.571192550926,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
U.C. Maule,Maule,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,10.66,µg/m³,-35.435725588722,-71.619553864003,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Coyhaique,Coyhaique,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,60.11,µg/m³,-45.57996447948,-72.061125987766,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua I,Rancagua,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,29.41,µg/m³,-34.162314609087,-70.713919225517,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Universidad de Talca,Talca,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,12.02,µg/m³,-35.406582744695,-71.633396474869,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rengo,Rengo,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,8.96,µg/m³,-34.394541417902,-70.852981542328,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Quilpue,Quilpué,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,1,µg/m³,-33.047466597243,-71.434512871895,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua II,Rancagua,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,35.73,µg/m³,-34.143888375919,-70.737131207664,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Encinas Temuco,Temuco,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,4.086,µg/m³,-38.74869912298,-72.620788228172,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Arica,Arica,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,11.23,µg/m³,-18.483427991456,-70.290550727043,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Viña del Mar,Viña del Mar,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,63.55,µg/m³,-33.020419817382,-71.550092842922,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua I,Rancagua,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,8.79,µg/m³,-34.162314609087,-70.713919225517,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Rancagua II,Rancagua,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,35.73,µg/m³,-34.143888375919,-70.737131207664,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Universidad de Talca,Talca,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,6.662,µg/m³,-35.406582744695,-71.633396474869,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Museo Ferroviario,Temuco,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,2.113,µg/m³,-38.725302444781,-72.571192550926,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
U.C. Maule,Maule,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,9.53,µg/m³,-35.435725588722,-71.619553864003,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Las Encinas Temuco,Temuco,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,6.128,µg/m³,-38.74869912298,-72.620788228172,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Punta Arenas,Punta Arenas,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,1,µg/m³,-53.158295492238,-70.921497482453,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Coyhaique,Coyhaique,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,63.39,µg/m³,-45.57996447948,-72.061125987766,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Ministerio del Medio Ambiente""}]"
Progreso,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,4.976,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Progreso,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,co,573.1,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Progreso,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,31.09,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Colicheu,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,co,884.7,µg/m³,-37.023623,-72.277476,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Colicheu,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,39.23,µg/m³,-37.023623,-72.277476,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Chiu Chiu,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,3.24,µg/m³,-22.342264,-68.650897,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Colicheu,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,1.918,µg/m³,-37.023623,-72.277476,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Estación Centro,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,27.55,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Progreso,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,6.15,µg/m³,-37.068142,-72.289451,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Complejo Deportivo 23 de Marzo,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,49.46,µg/m³,-22.460270722943,-68.937706917007,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Colicheu,Cabrero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,7.1,µg/m³,-37.023623,-72.277476,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AESGENER S.A""}]"
Colegio Pedro Vergara Keller,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,20.39,µg/m³,-22.44283906304,-68.932546346863,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,co,80.67,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,4.592,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Complejo Deportivo 23 de Marzo,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,0.06312,µg/m³,-22.460270722943,-68.937706917007,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Colegio Pedro Vergara Keller,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,8.376,µg/m³,-22.44283906304,-68.932546346863,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Sur,Quintero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,1.327,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Estación Centro,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,57.86,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Estación Centro,Calama,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,1.16,µg/m³,-22.462144644634,-68.92806169339,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Chuquicamata""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,6.413,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,co,310.1,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,co,292.4,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
La Greda,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,2.385,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Puchuncaví,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,no2,7.032,µg/m³,-32.718589,-71.407282,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
La Greda,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,no2,16.11,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,26.92,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Ventanas,Ventanas,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,6.499,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
La Greda,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,16.57,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,no2,8.381,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Quintero,Quintero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,3.479,µg/m³,-32.78786,-71.527718,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,4.28,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Ventanas,Ventanas,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm25,5.942,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Los Maitenes,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,31.68,µg/m³,-32.764139,-71.454494,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,no2,7.177,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Ventanas,Ventanas,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,37.2,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Puchuncaví,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,o3,11.01,µg/m³,-32.718589,-71.407282,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Puchuncaví,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,8.694,µg/m³,-32.718589,-71.407282,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
La Greda,Puchuncaví,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,so2,6.714,µg/m³,-32.748154,-71.474204,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Sur,Quintero,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,12.11,µg/m³,-32.800981,-71.483371,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Codelco División Ventanas""}]"
Ventanas,Ventanas,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,pm10,27.62,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Ventanas,Ventanas,CL,2015-09-25T06:00:00.000Z,2015-09-25T03:00:00-03:00,no2,31.74,µg/m³,-32.77898790221,-71.373031276855,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""CODELCO División Ventanas y AES Gener""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,no2,76,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,pm10,119,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,no2,66,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,pm10,120,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,so2,17,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,co,413,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,pm10,131,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,pm10,45,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,so2,5,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,pm25,59,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
100 ail,Ulaanbaatar,MN,2015-09-25T06:15:00.000Z,2015-09-25T15:15:00+09:00,co,450,µg/m³,47.9329056,106.9213833,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
